time	V(N003,N002)
1.654328337794776e-01	3.728484e+00
1.656769744044776e-01	3.663710e+00
1.659211150294776e-01	3.570993e+00
1.661652556544776e-01	3.450936e+00
1.664093962794776e-01	3.304322e+00
1.666535369044776e-01	3.132119e+00
1.668976775294776e-01	2.935480e+00
1.671418181544776e-01	2.715749e+00
1.673859587794776e-01	2.474473e+00
1.676300994044776e-01	2.213423e+00
1.678742400294776e-01	1.934640e+00
1.681183806544776e-01	1.640528e+00
1.683625212794776e-01	1.334055e+00
1.686066619044776e-01	1.019245e+00
1.688508025294776e-01	7.030046e-01
1.690949431544776e-01	4.013431e-01
1.693390837794776e-01	1.525384e-01
